Date,Canada,,,Chile,,,Mexico,,,Taiwan China,,,Hong Kong China,,,Japan,,,South Korea,,,Macao China,,,Maldives,,,Cambodia,,,Indonesia,,,Singapore,,,New Zealand,,,USA,,,Thailand,,,Turkey,,,Australia,,,Hawaii,,,Austria,,,Czech,,,,,,,,,,,,,,,,,,,,,,,,
2010M01,9686,,,,,,1635,,,86891,,,1907827,,,92120,,,91252,,,1131660,,,6069,,,13472,,,,,,98918,,,9425,,,67351,,,106920,,,3627,,,36830,,,3803,,,5843,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M02,10239,,,,,,1575,,,107628,,,2009922,,,121494,,,140571,,,1145320,,,13345,,,20771,,,,,,143050,,,16975,,,51496,,,152717,,,6377,,,72940,,,7296,,,7675,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M03,10013,,,,,,2522,,,149617,,,1631163,,,123314,,,141457,,,1057395,,,6144,,,14698,,,,,,88031,,,9828,,,45323,,,74267,,,5702,,,35130,,,3193,,,8978,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M04,11160,,,,,,2234,,,180915,,,1660538,,,150788,,,147680,,,1052610,,,7060,,,14455,,,,,,91701,,,10272,,,49694,,,52859,,,5887,,,32220,,,4493,,,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M05,15111,,,,,,2358,,,179394,,,1713687,,,112558,,,154066,,,1135430,,,8964,,,11162,,,,,,71628,,,7740,,,60860,,,35833,,,7653,,,25910,,,5624,,,16537,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M06,20422,,,,,,1898,,,135603,,,1564062,,,103706,,,150119,,,985127,,,8615,,,9777,,,,,,69080,,,5500,,,66178,,,49110,,,6542,,,22820,,,5177,,,18518,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M07,28074,,,,,,2733,,,129160,,,2011837,,,164944,,,195188,,,1142017,,,12449,,,14306,,,,,,117775,,,8040,,,85850,,,90223,,,6124,,,47700,,,4477,,,22256,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M08,27806,,,,,,2683,,,118616,,,2369813,,,171503,,,241987,,,1263442,,,14998,,,15658,,,,,,130566,,,9746,,,111891,,,123591,,,6950,,,36790,,,4450,,,24076,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M09,22807,,,,,,2174,,,105707,,,1626556,,,137333,,,176196,,,894807,,,13028,,,13530,,,,,,74434,,,7480,,,81222,,,100621,,,7543,,,29080,,,6601,,,22795,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M10,16596,,,,,,2401,,,150221,,,2035735,,,106237,,,181428,,,1124061,,,13476,,,16331,,,,,,92600,,,8650,,,69389,,,99131,,,7458,,,28790,,,7132,,,19805,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M11,10867,,,,,,2926,,,165065,,,1878060,,,68385,,,136152,,,1096865,,,8313,,,16738,,,,,,93998,,,14875,,,53676,,,111970,,,7102,,,42210,,,4884,,,12725,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010M12,12198,,,,,,3259,,,121918,,,2275188,,,60493,,,119061,,,1200324,,,6500,,,16738,,,,,,99556,,,14181,,,58808,,,124977,,,6177,,,41390,,,4325,,,9874,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M01,13274,,,,,,2217,,,101354,,,2503151,,,99131,,,113927,,,1220534,,,12367,,,21927,,,,,,132040,,,14550,,,103137,,,143477,,,5774,,,59880,,,5849,,,6806,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M02,10751,,,,,,2497,,,115845,,,2008173,,,105362,,,157019,,,1204301,,,18759,,,26259,,,,,,149941,,,18000,,,63619,,,183163,,,6203,,,77980,,,6542,,,12020,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M03,10864,,,,,,3477,,,153649,,,2009130,,,62449,,,163261,,,1254117,,,8968,,,18650,,,,,,129749,,,10530,,,56951,,,148236,,,8020,,,41330,,,3655,,,11913,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M04,12719,,,,,,2592,,,193457,,,2136896,,,76164,,,153875,,,1270753,,,10165,,,18339,,,,,,131797,,,10296,,,63664,,,138042,,,7141,,,35080,,,4624,,,22496,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M05,18554,,,,,,2923,,,150479,,,2115413,,,58608,,,152347,,,1326627,,,14889,,,14356,,,,,,110920,,,8560,,,88889,,,134825,,,8201,,,30210,,,7844,,,25527,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M06,25108,,,,,,2664,,,114435,,,1924603,,,61419,,,179508,,,1198754,,,15410,,,14244,,,,,,103335,,,6740,,,85309,,,124605,,,8196,,,27930,,,5899,,,26073,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M07,36412,,,,,,2988,,,135968,,,2677326,,,86963,,,244573,,,1460473,,,23176,,,22241,,,,,,183862,,,9696,,,139478,,,179076,,,9480,,,53940,,,6614,,,35108,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M08,35772,,,,,,3063,,,138673,,,2914914,,,102640,,,276299,,,1571015,,,22827,,,22476,,,,,,183890,,,11504,,,154686,,,193881,,,8143,,,44350,,,7321,,,35053,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M09,28324,,,,,,2963,,,122574,,,2094360,,,112493,,,231462,,,1246256,,,20107,,,19041,,,,,,104211,,,8048,,,113528,,,153305,,,11492,,,34110,,,10481,,,29164,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M10,21426,,,,,,2988,,,163290,,,2542465,,,106174,,,214681,,,1466545,,,22595,,,20817,,,,,,133563,,,10624,,,90206,,,149088,,,9877,,,37720,,,8728,,,26825,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M11,13870,,,,,,3622,,,213144,,,2343939,,,92154,,,174164,,,1460992,,,16897,,,22126,,,,,,100824,,,18560,,,73684,,,67651,,,7628,,,50480,,,7179,,,15547,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011M12,16618,,,,,,4884,,,181317,,,2829759,,,79688,,,159080,,,1482380,,,12495,,,26721,,,,,,113390,,,18416,,,79136,,,105898,,,6546,,,47530,,,7002,,,13412,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012M01,19166,,,890,,,3360,,,140432,,,3101578,,,138351,,,167022,,,1494877,,,28008,,,35398,,,,,,201741,,,23344,,,161730,,,222773,,,7368,,,77400,,,14057,,,15648,,,9107,,,,,,,,,,,,,,,,,,,,,,,,
2012M02,11601,,,934,,,2864,,,163442,,,2296814,,,82667,,,173790,,,1285266,,,12237,,,27079,,,,,,158002,,,15280,,,66041,,,158742,,,5349,,,67650,,,5704,,,11573,,,8394,,,,,,,,,,,,,,,,,,,,,,,,
2012M03,13159,,,1040,,,5020,,,253205,,,2497061,,,130293,,,183691,,,1447564,,,6417,,,26375,,,,,,182348,,,19200,,,84185,,,198767,,,7843,,,54400,,,5499,,,14227,,,10751,,,,,,,,,,,,,,,,,,,,,,,,
2012M04,15997,,,1154,,,3291,,,278715,,,2647026,,,149542,,,222114,,,1391119,,,10523,,,23731,,,,,,173543,,,18192,,,100429,,,214689,,,9155,,,47360,,,9600,,,27678,,,17670,,,,,,,,,,,,,,,,,,,,,,,,
2012M05,22630,,,952,,,3552,,,228607,,,2525600,,,113349,,,210439,,,1271540,,,16154,,,19386,,,,,,139946,,,12928,,,118026,,,192642,,,10491,,,35040,,,11911,,,33749,,,24155,,,,,,,,,,,,,,,,,,,,,,,,
2012M06,30797,,,893,,,3637,,,199642,,,2514688,,,125943,,,230124,,,1220846,,,17809,,,19918,,,,,,122630,,,9696,,,121226,,,180481,,,10482,,,33830,,,10190,,,36446,,,24884,,,,,,,,,,,,,,,,,,,,,,,,
2012M07,45308,,,731,,,3521,,,235447,,,3264385,,,204152,,,322917,,,1456351,,,27653,,,27364,,,,,,201649,,,12112,,,152607,,,263412,,,11285,,,60780,,,11443,,,46824,,,36180,,,,,,,,,,,,,,,,,,,,,,,,
2012M08,41464,,,1078,,,3269,,,205002,,,3727949,,,190143,,,359065,,,1635080,,,25138,,,28366,,,,,,206606,,,14368,,,211652,,,278182,,,10879,,,51980,,,10486,,,48939,,,33573,,,,,,,,,,,,,,,,,,,,,,,,
2012M09,29972,,,793,,,3818,,,185922,,,2751427,,,121550,,,283402,,,1255962,,,25178,,,26819,,,,,,128773,,,14048,,,151130,,,231560,,,13820,,,43610,,,12130,,,41009,,,26589,,,,,,,,,,,,,,,,,,,,,,,,
2012M10,24922,,,1060,,,3675,,,224872,,,3064966,,,69631,,,279440,,,1445420,,,26301,,,30892,,,,,,170528,,,15344,,,111714,,,262432,,,10502,,,44860,,,11125,,,41181,,,28984,,,,,,,,,,,,,,,,,,,,,,,,
2012M11,14226,,,1375,,,5221,,,242967,,,3040360,,,51898,,,204533,,,1503158,,,18450,,,32592,,,,,,177098,,,21824,,,87084,,,294518,,,9201,,,57170,,,7100,,,20576,,,14460,,,,,,,,,,,,,,,,,,,,,,,,
2012M12,19036,,,1188,,,6582,,,228175,,,3479541,,,52336,,,195997,,,1495227,,,15683,,,35974,,,,,,170336,,,20688,,,99679,,,288662,,,8207,,,54020,,,7622,,,16807,,,14164,,,,,,,,,,,,,,,,,,,,,,,,
2013M01,16346,,,963,,,3757,,,195388,,,3526182,,,72301,,,196371,,,1473785,,,19208,,,39961,,,53203,,,189107,,,18768,,,173113,,,339067,,,5978,,,58320,,,9550,,,8607,,,8288,,,,,,,,,,,,,,,,,,,,,,,,
2013M02,20850,,,871,,,3551,,,216021,,,3132415,,,80903,,,249698,,,1508599,,,33592,,,55482,,,87018,,,252958,,,31536,,,122672,,,464975,,,9831,,,112060,,,14595,,,16815,,,11018,,,,,,,,,,,,,,,,,,,,,,,,
2013M03,15175,,,1078,,,8586,,,269455,,,2842002,,,102265,,,276479,,,1431810,,,17770,,,42340,,,54359,,,205790,,,20736,,,103531,,,372875,,,9576,,,63110,,,6460,,,18837,,,15651,,,,,,,,,,,,,,,,,,,,,,,,
2013M04,18381,,,974,,,3740,,,298059,,,3110141,,,100160,,,335069,,,1536262,,,20329,,,36371,,,54110,,,227867,,,24784,,,113835,,,427780,,,11852,,,58900,,,9893,,,31966,,,18033,,,,,,,,,,,,,,,,,,,,,,,,
2013M05,27874,,,882,,,4619,,,217260,,,3053892,,,81571,,,278723,,,1491231,,,23613,,,28273,,,52632,,,198421,,,16832,,,150344,,,383292,,,12955,,,45400,,,13155,,,40439,,,24469,,,,,,,,,,,,,,,,,,,,,,,,
2013M06,37614,,,913,,,4046,,,220894,,,3150563,,,98996,,,399031,,,1464665,,,28007,,,28570,,,62669,,,166884,,,11680,,,155402,,,370064,,,13550,,,39420,,,11261,,,43810,,,32829,,,,,,,,,,,,,,,,,,,,,,,,
2013M07,52690,,,769,,,4137,,,248683,,,3777462,,,139905,,,569787,,,1660096,,,36551,,,36509,,,71815,,,248635,,,15168,,,234125,,,458683,,,13039,,,73130,,,11880,,,58687,,,39862,,,,,,,,,,,,,,,,,,,,,,,,
2013M08,56880,,,831,,,4716,,,240490,,,4224639,,,162288,,,642258,,,1881588,,,35814,,,38043,,,70006,,,242256,,,17776,,,267949,,,476765,,,12574,,,61540,,,11736,,,53769,,,34256,,,,,,,,,,,,,,,,,,,,,,,,
2013M09,40193,,,751,,,3954,,,270788,,,3283859,,,156201,,,483518,,,1502723,,,35026,,,34345,,,69392,,,179130,,,21200,,,184267,,,455202,,,15073,,,58340,,,12546,,,49198,,,29873,,,,,,,,,,,,,,,,,,,,,,,,
2013M10,26367,,,995,,,4061,,,221004,,,3406001,,,121335,,,343273,,,1514373,,,35041,,,36676,,,58717,,,117955,,,13568,,,125841,,,299982,,,11746,,,43010,,,9410,,,42630,,,28748,,,,,,,,,,,,,,,,,,,,,,,,
2013M11,16664,,,1210,,,6040,,,236031,,,3348121,,,177949,,,276428,,,1546641,,,26008,,,40691,,,61763,,,119618,,,18384,,,110389,,,323222,,,11253,,,51970,,,6347,,,23892,,,17998,,,,,,,,,,,,,,,,,,,,,,,,
2013M12,23562,,,1059,,,9331,,,240629,,,3890000,,,96572,,,276234,,,1620434,,,20760,,,45862,,,52237,,,121232,,,18496,,,130565,,,265428,,,11449,,,55560,,,8176,,,19859,,,17092,,,,,,,,,,,,,,,,,,,,,,,,
2014M01,26764,,,869,,,5091,,,266881,,,4347400,,,155605,,,296708,,,1689277,,,30612,,,51200,,,88583,,,188237,,,30128,,,231311,,,357034,,,9524,,,97720,,,15527,,,16884,,,10522,,,,,,,,,,,,,,,,,,,,,,,,
2014M02,21720,,,908,,,5053,,,303038,,,3458215,,,138236,,,326295,,,1714776,,,33213,,,61597,,,96794,,,203595,,,28496,,,121639,,,360023,,,10985,,,105950,,,13008,,,22273,,,12741,,,,,,,,,,,,,,,,,,,,,,,,
2014M03,18386,,,1154,,,10838,,,361150,,,3601086,,,184064,,,423768,,,1769408,,,23705,,,50071,,,71927,,,165634,,,23200,,,128611,,,319881,,,13151,,,70130,,,7892,,,28956,,,14802,,,,,,,,,,,,,,,,,,,,,,,,
2014M04,22329,,,1195,,,4734,,,377197,,,3568064,,,190558,,,531947,,,1743776,,,24034,,,41870,,,67030,,,126470,,,24448,,,139847,,,332819,,,17629,,,61120,,,11585,,,40697,,,23986,,,,,,,,,,,,,,,,,,,,,,,,
2014M05,36877,,,857,,,5550,,,333845,,,3452734,,,165784,,,517031,,,1699778,,,29685,,,35919,,,55581,,,95951,,,17040,,,185562,,,302823,,,20331,,,49080,,,15885,,,45279,,,30506,,,,,,,,,,,,,,,,,,,,,,,,
2014M06,47743,,,656,,,4750,,,315166,,,3395330,,,173046,,,573852,,,1597289,,,30000,,,34373,,,71887,,,91429,,,12592,,,187602,,,220497,,,18149,,,46180,,,13387,,,46878,,,37833,,,,,,,,,,,,,,,,,,,,,,,,
2014M07,71622,,,662,,,5398,,,343709,,,4261796,,,281309,,,692053,,,1871599,,,43269,,,43215,,,97131,,,180495,,,18144,,,282297,,,360231,,,17872,,,83430,,,17220,,,68147,,,49311,,,,,,,,,,,,,,,,,,,,,,,,
2014M08,74605,,,727,,,5430,,,312549,,,4896001,,,253802,,,757683,,,2131498,,,37895,,,46637,,,96550,,,173899,,,19936,,,314081,,,449670,,,18313,,,73870,,,15441,,,64859,,,44836,,,,,,,,,,,,,,,,,,,,,,,,
2014M09,49913,,,580,,,4379,,,341729,,,3681736,,,220797,,,564078,,,1595485,,,34425,,,42448,,,82519,,,105707,,,18368,,,214186,,,424461,,,23677,,,62330,,,16150,,,50399,,,38651,,,,,,,,,,,,,,,,,,,,,,,,
2014M10,35826,,,1022,,,4945,,,347778,,,4027944,,,223214,,,562278,,,1824719,,,33828,,,48135,,,85640,,,133946,,,19552,,,145993,,,500666,,,19076,,,59110,,,12061,,,54617,,,40851,,,,,,,,,,,,,,,,,,,,,,,,
2014M11,20071,,,1255,,,7615,,,332517,,,4155524,,,236520,,,460671,,,1975951,,,24729,,,52395,,,70083,,,131665,,,27184,,,124575,,,512856,,,16352,,,70590,,,9871,,,30948,,,18164,,,,,,,,,,,,,,,,,,,,,,,,
2014M12,28174,,,1133,,,11882,,,346941,,,4401845,,,189973,,,420501,,,1638854,,,18231,,,52475,,,75506,,,124537,,,25776,,,149083,,,495337,,,14687,,,71520,,,11691,,,27988,,,22035,,,,,,,,,,,,,,,,,,,,,,,,
2015M01,24022,,,997,,,3411,,,321458,,,4490420,,,226214,,,394345,,,1669652,,,20469,,,53165,,,80842,,,140548,,,25680,,,220972,,,561925,,,10243,,,74160,,,10476,,,19447,,,11529,,,,,,,,,,,,,,,,,,,,,,,,
2015M02,34282,,,886,,,4025,,,406239,,,4551825,,,359080,,,516787,,,1898650,,,43349,,,70965,,,137181,,,238011,,,55968,,,202542,,,780549,,,19116,,,165510,,,22112,,,32988,,,17787,,,,,,,,,,,,,,,,,,,,,,,,
2015M03,22778,,,1290,,,6738,,,279703,,,3240825,,,338200,,,515130,,,1457641,,,25069,,,62996,,,82687,,,130827,,,30864,,,153262,,,663571,,,18691,,,83780,,,10386,,,37122,,,19844,,,,,,,,,,,,,,,,,,,,,,,,
2015M04,26269,,,1244,,,3812,,,358798,,,3604713,,,335140,,,641610,,,1632673,,,26398,,,54800,,,79000,,,153784,,,31024,,,161774,,,701169,,,25652,,,73360,,,12747,,,56461,,,31656,,,,,,,,,,,,,,,,,,,,,,,,
2015M05,38802,,,1164,,,4418,,,372766,,,3625308,,,387170,,,618083,,,1690987,,,30864,,,47684,,,70803,,,141375,,,24704,,,225832,,,668079,,,32368,,,62710,,,18759,,,70834,,,45746,,,,,,,,,,,,,,,,,,,,,,,,
2015M06,47728,,,773,,,3472,,,308087,,,3333433,,,462248,,,315095,,,1435189,,,31965,,,45432,,,91038,,,144533,,,16176,,,215206,,,632889,,,38728,,,55590,,,17048,,,77752,,,62275,,,,,,,,,,,,,,,,,,,,,,,,
2015M07,79233,,,989,,,5921,,,352625,,,3845273,,,576868,,,255632,,,1757167,,,41527,,,60710,,,117139,,,246819,,,20016,,,319205,,,775896,,,40102,,,95300,,,15861,,,101613,,,71735,,,,,,,,,,,,,,,,,,,,,,,,
2015M08,73230,,,1230,,,6772,,,367736,,,4550148,,,591510,,,513275,,,2095013,,,40850,,,65766,,,120658,,,267122,,,25120,,,360291,,,800596,,,35201,,,85940,,,16512,,,100882,,,67035,,,,,,,,,,,,,,,,,,,,,,,,
2015M09,60723,,,1106,,,6684,,,345243,,,3509432,,,491201,,,591242,,,1572868,,,32198,,,51503,,,94549,,,149929,,,25840,,,271200,,,532696,,,34628,,,77030,,,15893,,,77048,,,52750,,,,,,,,,,,,,,,,,,,,,,,,
2015M10,36950,,,1817,,,6945,,,386663,,,3857524,,,445600,,,650174,,,1817212,,,30714,,,60266,,,93091,,,165649,,,27040,,,180054,,,566164,,,28143,,,76530,,,13440,,,74838,,,49383,,,,,,,,,,,,,,,,,,,,,,,,
2015M11,19350,,,1747,,,10086,,,357655,,,3512410,,,362950,,,507579,,,1726859,,,19856,,,56499,,,77353,,,158736,,,36736,,,146552,,,615407,,,17424,,,87900,,,8673,,,38281,,,25853,,,,,,,,,,,,,,,,,,,,,,,,
2015M12,30460,,,2161,,,16307,,,327129,,,3721049,,,347034,,,465218,,,1656704,,,16255,,,64926,,,76725,,,168831,,,36736,,,171680,,,637858,,,13408,,,94090,,,11613,,,27853,,,22896,,,,,,,,,,,,,,,,,,,,,,,,
2016M01,30567,,,1598,,,8547,,,366409,,,4043000,,,475115,,,521981,,,1658634,,,23241,,,66764,,,108563,,,229150,,,40848,,,295621,,,814693,,,11330,,,115290,,,13419,,,21246,,,15857,,,,,,,,,,,,,,,,,,,,,,,,
2016M02,35209,,,1866,,,9311,,,405307,,,3367736,,,498903,,,546408,,,1799522,,,34330,,,81032,,,159371,,,277926,,,53152,,,210772,,,958201,,,13569,,,175010,,,18122,,,32158,,,22857,,,,,,,,,,,,,,,,,,,,,,,,
2016M03,23296,,,1941,,,15143,,,363878,,,3017173,,,498053,,,601671,,,1483813,,,21741,,,69417,,,97014,,,241230,,,40448,,,178966,,,856683,,,14572,,,102650,,,9418,,,41193,,,30212,,,,,,,,,,,,,,,,,,,,,,,,
2016M04,32575,,,1888,,,8623,,,375567,,,3459000,,,514866,,,682318,,,1651662,,,24794,,,57623,,,103744,,,269560,,,43392,,,185609,,,816029,,,12818,,,97900,,,13062,,,57463,,,32694,,,,,,,,,,,,,,,,,,,,,,,,
2016M05,48127,,,1429,,,9661,,,327254,,,3322758,,,507095,,,705844,,,1631164,,,25005,,,50370,,,105207,,,234089,,,29024,,,244428,,,738601,,,16796,,,71990,,,20164,,,73727,,,52578,,,,,,,,,,,,,,,,,,,,,,,,
2016M06,70972,,,1311,,,8081,,,271478,,,3206043,,,582452,,,758534,,,1516599,,,28653,,,53531,,,111175,,,221614,,,18576,,,252119,,,715411,,,16973,,,66050,,,18298,,,76914,,,61897,,,,,,,,,,,,,,,,,,,,,,,,
2016M07,97903,,,1544,,,7457,,,299642,,,3930526,,,731386,,,917519,,,1839397,,,36456,,,66220,,,146504,,,311126,,,26240,,,358115,,,865355,,,12048,,,119790,,,15982,,,97675,,,77135,,,,,,,,,,,,,,,,,,,,,,,,
2016M08,90073,,,1429,,,8419,,,248538,,,4037005,,,676966,,,873771,,,1979224,,,36217,,,69461,,,148616,,,315556,,,26128,,,395634,,,891382,,,10162,,,94370,,,13281,,,94760,,,75086,,,,,,,,,,,,,,,,,,,,,,,,
2016M09,74875,,,1439,,,8330,,,214764,,,3333627,,,522302,,,726266,,,1577481,,,29242,,,62865,,,123309,,,170229,,,27184,,,309938,,,658895,,,12831,,,82390,,,12720,,,73470,,,65086,,,,,,,,,,,,,,,,,,,,,,,,
2016M10,47131,,,2166,,,8351,,,215390,,,3723837,,,506162,,,680918,,,1825123,,,29444,,,75861,,,117919,,,173185,,,29360,,,242901,,,474363,,,16631,,,86290,,,14265,,,77260,,,67506,,,,,,,,,,,,,,,,,,,,,,,,
2016M11,23961,,,3435,,,11652,,,202986,,,3388958,,,432802,,,516956,,,1705721,,,18954,,,83358,,,119338,,,193984,,,38752,,,168496,,,432467,,,15231,,,97090,,,6992,,,49122,,,36931,,,,,,,,,,,,,,,,,,,,,,,,
2016M12,35866,,,2946,,,20160,,,220358,,,3948482,,,427462,,,535536,,,1785764,,,16249,,,93501,,,112211,,,226020,,,35904,,,207343,,,535566,,,14609,,,99420,,,8603,,,36541,,,31272,,,,,,,,,,,,,,,,,,,,,,,,
2017M01,44615,,,2763,,,11324,,,255689,,,4353505,,,630570,,,565243,,,1997355,,,30669,,,80407,,,206939,,,316805,,,54096,,,381258,,,859617,,,14228,,,166870,,,19758,,,41736,,,30507,,,,,,,,,,,,,,,,,,,,,,,,
2017M02,31143,,,2694,,,9634,,,202287,,,3138728,,,509090,,,590790,,,1665220,,,24263,,,92031,,,199440,,,268993,,,33728,,,184985,,,790051,,,13930,,,143430,,,9701,,,42273,,,29456,,,,,,,,,,,,,,,,,,,,,,,,
